alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Agressive
2.72,0.368,3.27,3.07,2.44,-0.0119,Happy,Happy
2.49,0.401,3.43,2.96,2.48,-0.0281,Happy,Happy
2.49,0.402,3.64,2.94,2.5,-0.0316,Happy,Happy
2.56,0.39,3.65,3.05,2.5,-0.0275,Happy,Happy
2.6,0.384,3.61,3.27,2.51,-0.0333,Happy,Happy
2.73,0.366,3.66,3.33,2.54,-0.0189,Happy,Happy
2.97,0.337,3.52,4.02,2.48,-0.02,Happy,Happy
3.31,0.302,3.52,4.69,2.49,-0.0288,Happy,Happy
3.61,0.277,3.53,4.87,2.45,-0.034,Happy,Happy
3.72,0.269,3.51,4.97,2.47,-0.0307,Happy,Happy
3.71,0.269,3.67,5.12,2.42,-0.0262,Happy,Happy
3.81,0.263,3.72,5.19,2.2,-0.0229,Happy,Happy
4,0.25,3.56,5.21,2.43,-0.00837,Happy,Happy
4.06,0.246,3.47,5.21,2.43,-0.00147,Happy,Happy
4.05,0.247,3.5,5.18,2.45,-0.00107,Happy,Happy
4.04,0.247,3.45,5.16,2.3,-0.00162,Happy,Happy
3.99,0.25,3.4,5.18,2.31,-0.000448,Happy,Happy
3.84,0.26,3.44,4.98,2.27,0.00725,Happy,Happy
3.76,0.266,3.52,4.62,2.43,0.015,Happy,Happy
3.69,0.271,3.59,4.48,2.43,0.026,Happy,Happy
3.61,0.277,3.54,4.33,2.36,0.0451,Happy,Happy
3.62,0.276,3.35,4.06,2.36,0.0422,Happy,Happy
3.66,0.273,3.27,4,2.26,0.0364,Happy,Happy
3.69,0.271,3.22,3.99,2,0.0273,Happy,Happy
3.76,0.266,3.25,3.99,2.02,0.0186,Happy,Happy
3.82,0.262,3.3,3.97,2.15,0.0174,Happy,Happy
3.81,0.262,3.33,3.89,2.16,0.0173,Happy,Happy
3.45,0.289,3.29,5.54,2.66,-0.0518,Happy,Happy
3.44,0.29,3.2,5.38,2.63,-0.0571,Happy,Happy
3.4,0.294,3.13,4.92,2.48,-0.0529,Happy,Happy
3.19,0.313,3.14,4.53,2.42,-0.0545,Happy,Happy
3,0.333,3.17,4.5,2.32,-0.0699,Happy,Happy
2.8,0.357,2.93,4.55,2.26,-0.111,Happy,Happy
2.73,0.366,2.83,4.59,2.18,-0.159,Happy,Happy
2.82,0.354,2.85,4.53,2.04,-0.102,Happy,Happy
2.99,0.335,2.65,4.47,1.89,-0.0359,Happy,Happy
3.01,0.332,2.57,4.52,1.72,-0.00447,Happy,Happy
2.96,0.338,2.68,4.56,1.68,0.0154,Happy,Happy
2.96,0.338,2.73,4.43,1.67,0.0181,Happy,Happy
2.95,0.339,2.82,4.28,1.81,0.0161,Happy,Happy
2.93,0.342,2.94,4.23,1.94,0.0141,Happy,Happy
2.91,0.344,2.89,4.2,2.01,0.0079,Happy,Happy
2.85,0.351,2.9,4.24,2.16,0.0196,Happy,Happy
2.88,0.347,2.92,4.21,2.19,0.039,Happy,Happy
2.9,0.345,2.92,4.19,2.29,0.0428,Happy,Happy
2.6,0.385,2.92,4.24,2.33,0.0324,Happy,Happy
2.22,0.451,2.99,4.19,2.39,0.0212,Happy,Happy
2.06,0.486,3.02,3.92,2.44,0.0167,Happy,Happy
2.3,0.435,2.96,3.85,2.46,0.0317,Happy,Happy
2.62,0.382,2.9,3.99,2.46,0.0385,Happy,Happy
2.82,0.354,2.78,4.02,2.32,0.0306,Happy,Happy
2.91,0.344,2.87,4.04,2.36,0.0234,Happy,Happy
2.98,0.336,2.93,4.1,2.24,0.0174,Happy,Happy
2.97,0.336,2.83,4.1,2.17,0.0172,Happy,Happy
2.89,0.346,2.78,4.2,2.11,0.0142,Happy,Happy
2.78,0.359,2.68,4.37,1.92,0.0165,Happy,Happy
2.79,0.358,2.75,4.49,1.84,0.0282,Happy,Happy
2.87,0.348,2.84,4.5,1.9,0.0272,Happy,Happy
2.84,0.352,3.15,4.48,2.04,0.0203,Happy,Happy
2.73,0.366,3.07,4.45,2.03,0.00754,Happy,Happy
2.49,0.401,3.11,4.4,2.06,-0.0165,Happy,Happy
2.24,0.447,3.21,4.4,2.03,-0.00217,Happy,Happy
2.09,0.477,3.06,4.39,1.91,0.0703,Happy,Happy
1.96,0.511,3.04,4.33,1.97,0.0995,Happy,Happy
1.89,0.53,3.12,4.25,2.02,0.0928,Happy,Happy
1.92,0.52,3.21,4.15,2.09,0.0971,Happy,Happy
2.19,0.457,3.31,4.02,2.2,0.0301,Happy,Happy
2.3,0.435,3.27,3.85,2.26,-0.00667,Happy,Happy
2.18,0.459,3.25,3.76,2.18,-0.0197,Happy,Happy
2.44,0.41,3.03,3.7,2.02,-0.0554,Happy,Happy
2.66,0.376,3.02,3.58,1.99,-0.0786,Happy,Happy
2.69,0.372,2.91,3.38,2.1,-0.0922,Happy,Happy
2.68,0.374,2.93,3.22,2.15,-0.108,Happy,Happy
2.84,0.352,3.14,3.21,2.06,-0.0559,Happy,Happy
3.06,0.327,3.1,3.31,2.01,0.00303,Happy,Happy
3.15,0.317,3.07,3.57,1.97,0.0265,Happy,Happy
3.13,0.32,3.03,3.8,1.93,0.0335,Happy,Happy
3.06,0.327,2.93,3.8,1.79,0.0353,Happy,Happy
3.07,0.325,2.79,3.75,1.75,0.0278,Happy,Happy
3.08,0.324,2.77,3.79,1.68,0.0216,Happy,Happy
2.9,0.344,2.72,3.86,1.7,0.0433,Happy,Happy
2.7,0.371,2.84,3.96,1.93,0.092,Happy,Happy
2.71,0.368,2.82,4.08,1.71,0.0966,Happy,Happy
2.78,0.36,2.77,4.12,1.76,0.0933,Happy,Happy
2.64,0.379,2.8,4.09,1.86,0.0829,Happy,Happy
2.37,0.422,2.96,4,1.89,0.00827,Happy,Happy
2.41,0.415,2.94,3.81,1.92,-0.096,Happy,Happy
2.44,0.41,3,3.65,1.88,-0.0991,Happy,Happy
2.33,0.428,2.99,3.6,1.97,-0.0809,Happy,Happy
2.25,0.445,3.26,3.64,2.08,-0.0619,Happy,Happy
2.22,0.451,3.29,3.8,2.05,-0.0237,Happy,Happy
2.21,0.452,3.34,3.92,2.03,-0.00784,Happy,Happy
2.18,0.458,3.29,3.94,1.98,-0.00962,Happy,Happy
2.08,0.481,3.37,3.88,1.96,-0.0237,Happy,Happy
1.92,0.521,3.41,3.82,1.9,-0.0731,Happy,Happy
1.88,0.533,3.27,3.91,1.99,-0.0724,Happy,Happy
1.87,0.535,3.27,3.99,2.06,-0.0367,Happy,Happy
1.95,0.513,3.33,3.96,2.16,-0.0336,Happy,Happy
2.02,0.495,3.32,3.97,2.18,-0.0244,Happy,Happy
2.24,0.446,3.3,4.01,2.02,0.031,Happy,Happy
2.33,0.43,3.21,4.01,2.02,0.0563,Happy,Happy
2.45,0.408,3.21,3.84,2.03,0.0119,Happy,Happy
2.59,0.386,3.24,3.71,1.96,-0.00827,Happy,Happy
2.62,0.382,3.23,3.82,1.95,-0.00585,Happy,Happy
2.6,0.385,3.14,3.86,1.99,0.00678,Happy,Happy
2.62,0.382,3.04,3.87,1.87,0.0255,Happy,Happy
2.6,0.385,3.15,3.78,1.87,0.0309,Happy,Happy
2.65,0.378,3.18,3.82,1.62,0.0226,Happy,Happy
3.2,0.312,3.15,4.42,1.65,0.0227,Happy,Happy
3.57,0.28,3.14,4.81,1.6,0.0205,Happy,Happy
3.61,0.277,3.02,4.94,1.69,0.0155,Happy,Happy
3.59,0.279,3.13,4.98,1.7,0.0157,Happy,Happy
3.54,0.283,3.11,5.02,1.75,0.0257,Happy,Happy
3.55,0.281,3.03,4.98,1.75,0.0306,Happy,Happy
3.7,0.27,3.15,4.92,1.63,0.0301,Happy,Happy
3.79,0.264,3.18,4.91,1.63,0.028,Happy,Happy
3.8,0.263,3.1,4.93,1.52,0.0238,Happy,Happy
3.8,0.263,3.12,4.92,1.86,0.0234,Happy,Happy
3.72,0.269,3.1,4.78,1.97,0.0254,Happy,Happy
3.36,0.298,3.02,4.36,1.88,0.0206,Happy,Happy
3.12,0.321,3.03,3.97,1.9,0.00408,Happy,Happy
3.17,0.315,3.14,3.75,1.95,-0.00157,Happy,Happy
3.27,0.306,3.12,3.49,1.9,0.00173,Happy,Happy
3.35,0.298,3.13,3.35,1.97,0.00892,Happy,Happy
3.3,0.303,2.99,3.61,1.98,0.015,Happy,Happy
3.13,0.32,2.94,4.1,2.02,0.0147,Happy,Happy
3.03,0.33,2.98,4.26,2.11,0.0104,Happy,Happy
3.1,0.323,2.98,4.25,2.04,0.00533,Happy,Happy
3.16,0.317,2.96,4.3,1.78,0.00535,Happy,Happy
3.19,0.314,3.04,4.35,1.85,0.0126,Happy,Happy
3.11,0.321,3.05,4.3,1.95,0.0347,Happy,Happy
3.01,0.332,3.1,4.33,2.09,0.0499,Happy,Happy
2.96,0.338,3.04,4.49,1.98,0.048,Happy,Sad
3.15,0.317,3.35,4.65,2.33,0.00465,Sad,Sad
3.25,0.308,3.32,4.72,2.33,0.00527,Sad,Sad
3.32,0.301,3.09,4.87,2.33,0.00809,Sad,Sad
3.37,0.297,3.18,5.15,2.36,0.011,Sad,Sad
3.38,0.296,3.2,5.44,2.4,0.0153,Sad,Sad
3.38,0.296,3.25,5.68,2.49,0.0178,Sad,Sad
3.39,0.295,3.27,5.79,2.49,0.0159,Sad,Sad
3.43,0.291,3.41,5.85,2.49,0.0223,Sad,Sad
3.31,0.302,3.44,5.94,2.4,0.0249,Sad,Sad
3.1,0.323,3.36,5.98,2.07,0.0229,Sad,Sad
2.91,0.343,3.38,5.93,2.01,0.0326,Sad,Sad
2.83,0.353,3.32,5.94,2.02,0.0377,Sad,Sad
2.77,0.361,3.38,5.96,2.04,0.0135,Sad,Sad
2.7,0.371,3.42,5.95,2.03,0.00313,Sad,Sad
2.74,0.365,3.56,5.96,2.02,-0.00136,Sad,Sad
2.91,0.343,3.64,5.86,2.16,-0.022,Sad,Sad
2.89,0.346,3.8,5.78,2.15,-0.0299,Sad,Sad
2.85,0.351,3.64,5.92,2.11,-0.0693,Sad,Sad
2.84,0.352,3.54,6.09,2.29,-0.0881,Sad,Sad
3.02,0.331,3.56,6.12,2.29,-0.0644,Sad,Sad
3.12,0.32,3.57,6.15,2.26,-0.0543,Sad,Sad
3.3,0.303,3.67,6.17,2.38,-0.0469,Sad,Sad
3.4,0.294,3.77,6.1,2.46,-0.0356,Sad,Sad
3.37,0.297,3.8,6.04,2.48,-0.0296,Sad,Sad
3.46,0.289,3.78,6.01,2.58,-0.0211,Sad,Sad
3.52,0.284,3.61,5.9,2.5,-0.0219,Sad,Sad
3.5,0.286,3.47,5.79,2.4,-0.0291,Sad,Sad
3.5,0.286,3.35,5.55,2.47,-0.0294,Sad,Sad
3.49,0.287,3.4,5.04,2.37,-0.0247,Sad,Sad
3.45,0.29,3.44,4.42,2.38,-0.0251,Sad,Sad
3.34,0.299,3.42,4.21,2.46,-0.0258,Sad,Sad
3.17,0.316,3.42,3.75,2.45,-0.0298,Sad,Sad
2.96,0.338,3.09,3.45,2.35,-0.0444,Sad,Sad
2.89,0.345,2.98,3.62,2.29,-0.0581,Sad,Sad
2.87,0.349,3.05,3.75,2.26,-0.0714,Sad,Sad
2.62,0.382,3.12,3.85,2.17,-0.109,Sad,Sad
2.32,0.431,3.21,4.15,2.26,-0.129,Sad,Sad
2.62,0.382,3.2,4.5,2.2,-0.0647,Sad,Sad
2.86,0.35,3.1,4.62,2.12,-0.0592,Sad,Sad
2.84,0.352,3.05,4.69,2.1,-0.0574,Sad,Sad
2.8,0.357,2.91,4.77,1.93,-0.0501,Sad,Sad
2.79,0.358,3.2,4.81,1.85,-0.0441,Sad,Sad
2.86,0.35,3.36,4.79,1.96,-0.0487,Sad,Sad
3.18,0.314,3.46,4.72,2.13,-0.0345,Sad,Sad
3.54,0.282,3.42,4.71,2.17,-0.018,Sad,Sad
3.68,0.272,3.38,4.75,2.14,-0.0168,Sad,Sad
3.72,0.269,3.32,4.73,2.11,-0.0177,Sad,Sad
3.69,0.271,3.27,4.54,2.11,-0.0181,Sad,Sad
3.65,0.274,3.22,4.29,2.09,-0.0166,Sad,Sad
3.65,0.274,3.22,4.15,2.15,-0.0137,Sad,Sad
3.68,0.272,3.36,4,2.23,-0.0119,Sad,Sad
3.72,0.269,3.35,3.99,2.3,-0.011,Sad,Sad
3.77,0.265,3,3.96,2.34,-0.0101,Sad,Sad
3.81,0.263,3.02,3.93,2.22,-0.0116,Sad,Sad
3.63,0.275,2.97,4.15,2.14,-0.0114,Sad,Sad
3.34,0.299,2.96,4.29,2.22,-0.00124,Sad,Sad
3.28,0.305,3.03,4.29,2.28,0.0117,Sad,Sad
3.29,0.304,3.13,4.41,2.31,0.0168,Sad,Sad
3.15,0.318,3.33,4.62,2.42,0.0161,Sad,Sad
3.02,0.332,3.33,4.84,2.42,0.0169,Sad,Sad
2.93,0.341,3.35,4.97,2.43,0.0165,Sad,Sad
2.85,0.351,3.32,5.02,2.42,0.0153,Sad,Sad
2.78,0.36,3.32,4.99,2.38,0.0204,Sad,Sad
2.76,0.362,3.42,5,2.46,0.0352,Sad,Sad
2.72,0.367,3.37,5.07,2.43,0.0638,Sad,Sad
2.68,0.373,3.39,5.03,2.44,0.0628,Sad,Sad
2.7,0.37,3.46,4.95,2.54,0.0555,Sad,Sad
2.66,0.375,3.51,4.91,2.48,0.0422,Sad,Sad
2.94,0.34,3.43,4.86,2.44,-0.00833,Sad,Sad
3.26,0.307,3.29,4.71,2.36,-0.0227,Sad,Sad
3.39,0.295,3.26,4.5,2.28,-0.0275,Sad,Sad
3.41,0.293,3.26,4.32,2.2,-0.0279,Sad,Sad
3.56,0.281,3.2,4.26,2.19,-0.0294,Sad,Sad
3.71,0.27,3.18,4.39,2.1,-0.0328,Sad,Sad
3.66,0.273,3.07,4.39,2.1,-0.0393,Sad,Sad
3.68,0.272,3.01,4.19,2.01,-0.0429,Sad,Sad
3.72,0.269,2.96,4.06,2.01,-0.0454,Sad,Sad
3.75,0.267,3.07,4.12,1.59,-0.0495,Sad,Sad
3.75,0.267,2.96,4.18,1.58,-0.0387,Sad,Sad
3.68,0.272,2.92,4.24,1.66,-0.0199,Sad,Sad
3.55,0.281,2.95,4.18,1.69,-0.0045,Sad,Sad
3.53,0.283,2.97,4.05,1.87,0.000008,Sad,Sad
3.53,0.283,3.21,3.98,2.02,-0.00155,Sad,Sad
3.36,0.298,3.29,3.82,2.13,0.00358,Sad,Sad
3.19,0.314,3.31,3.61,2.13,0.0188,Sad,Sad
3.13,0.32,3.32,3.46,2.29,0.0372,Sad,Sad
3.1,0.323,3.3,3.46,2.39,0.0579,Sad,Sad
2.99,0.334,3.27,3.51,2.61,0.092,Sad,Sad
3.01,0.333,3.03,3.7,2.68,0.0875,Sad,Sad
2.97,0.337,3.04,3.67,2.67,0.0689,Sad,Sad
2.83,0.353,3.06,3.69,2.65,0.0561,Sad,Sad
2.82,0.355,3.04,3.91,2.66,0.069,Sad,Sad
2.92,0.342,3.03,4.02,2.56,0.0812,Sad,Sad
3.05,0.328,2.71,4.08,2.63,0.0708,Sad,Sad
3.15,0.318,2.64,4.11,2.58,0.0549,Sad,Sad
3.25,0.308,2.57,4.12,2.55,0.0417,Sad,Sad
3.27,0.305,2.5,4.21,2.44,0.0364,Sad,Sad
3.28,0.304,2.69,4.24,2.28,0.033,Sad,Sad
3.31,0.302,2.68,4.15,2.02,0.0287,Sad,Sad
3.35,0.299,2.83,3.95,1.97,0.025,Sad,Sad
3.4,0.294,2.81,3.78,1.97,0.0195,Sad,Sad
3.41,0.293,2.76,3.62,2.03,0.0128,Sad,Sad
3.37,0.297,2.76,3.45,1.95,0.0102,Sad,Sad
3.39,0.295,2.92,3.35,2.03,0.0216,Sad,Sad
3.44,0.291,2.94,3.4,1.99,0.029,Sad,Sad
3.39,0.295,2.96,3.73,2.01,0.0344,Sad,Sad
3.36,0.297,2.97,3.75,1.98,0.0421,Sad,Sad
3.12,0.32,3.45,5.09,2.43,-0.0563,Sad,Sad
2.91,0.343,3.46,5.1,2.2,-0.0809,Sad,Sad
2.78,0.36,3.56,5.21,2.14,-0.111,Sad,Sad
2.9,0.344,3.58,5.2,2.16,-0.101,Sad,Sad
3.11,0.322,3.61,5.02,2.18,-0.0818,Sad,Sad
3.16,0.317,3.76,4.83,2.32,-0.0556,Sad,Sad
3.32,0.301,3.75,4.64,2.35,-0.00936,Sad,Sad
3.36,0.298,3.79,4.58,2.21,0.019,Sad,Sad
3.41,0.293,3.63,4.68,2.12,0.0267,Sad,Sad
3.5,0.286,3.39,4.67,2.22,0.0251,Sad,Sad
3.52,0.284,3.4,4.59,2.27,0.0293,Sad,Sad
3.49,0.287,3.39,4.66,2.36,0.0338,Sad,Sad
3.43,0.292,3.34,4.71,2.45,0.0359,Sad,Sad
3.43,0.291,3.16,4.64,2.59,0.039,Sad,Sad
3.38,0.296,3.34,4.57,2.69,0.0515,Sad,Sad
3.39,0.295,3.28,4.55,2.61,0.0534,Sad,Sad
3.37,0.297,3.13,4.56,2.62,0.0503,Sad,Sad
3.18,0.314,3.21,4.54,2.57,0.0472,Sad,Sad
3.04,0.329,3.15,4.37,2.57,0.0257,Sad,Sad
3,0.334,3.31,4.21,2.52,0.0254,Sad,Sad
2.85,0.351,3.33,4.2,2.49,0.04,Sad,Sad
2.73,0.366,3.37,4.24,2.49,0.0589,Sad,Sad
2.74,0.366,3.44,4.1,2.53,0.0624,Sad,Sad
2.92,0.343,3.47,3.77,2.44,0.051,Sad,Sad
3.07,0.325,3.45,3.55,2.3,0.0449,Sad,Sad
3.1,0.323,3.21,3.58,2.2,0.0332,Sad,Sad
3.07,0.325,3.26,3.85,2.03,0.0234,Sad,Sad
3.07,0.325,3.27,4.34,2,0.00923,Sad,Sad
3.22,0.311,3.26,4.63,2.16,-0.0103,Sad,Sad
3.5,0.286,3.2,4.74,2.15,-0.0269,Sad,Sad
3.78,0.265,3.28,4.74,2.24,-0.0353,Sad,Sad
3.93,0.255,3.24,4.75,2.12,-0.0436,Sad,Sad
3.97,0.252,3.14,4.79,2.09,-0.0511,Sad,Sad
3.95,0.253,3.12,4.79,1.96,-0.0525,Sad,Sad
3.9,0.256,3.04,4.83,2.07,-0.0622,Sad,Sad
3.97,0.252,3.08,4.91,2.09,-0.0573,Sad,Sad
4.03,0.248,3.08,4.96,2.05,-0.0445,Sad,Sad
4.01,0.249,3.23,4.88,2.08,-0.0389,Sad,Sad
4,0.25,3.26,4.61,1.98,-0.0387,Sad,Sad
3.98,0.251,3.16,4.42,1.87,-0.0352,Sad,Sad
3.89,0.257,3.05,4.46,1.82,-0.0251,Sad,Sad
3.62,0.277,3.06,4.51,1.84,-0.0205,Sad,Sad
3.42,0.293,3.1,4.43,1.84,-0.0141,Sad,Sad
3.44,0.291,3.12,4.4,1.74,-0.00587,Sad,Sad
3.52,0.284,3.16,4.4,1.77,0.00539,Sad,Sad
3.5,0.286,3.34,4.23,1.62,0.0218,Sad,Sad
3.26,0.307,3.41,4.23,1.59,0.0311,Sad,Sad
3.27,0.306,3.54,4.28,1.58,0.00906,Sad,Sad
3.57,0.28,3.41,4.28,1.57,-0.0171,Sad,Sad
3.75,0.266,3.51,4.22,1.54,-0.0284,Sad,Sad
3.83,0.261,3.63,3.95,1.55,-0.0427,Sad,Sad
3.96,0.252,3.61,4.03,1.62,-0.043,Sad,Sad
4.03,0.248,3.7,4.35,1.74,-0.038,Sad,Sad
4.07,0.246,3.7,4.4,1.92,-0.0391,Sad,Sad
4.11,0.244,3.67,4.34,1.94,-0.0468,Sad,Sad
4.09,0.245,3.68,4.3,1.95,-0.0627,Sad,Sad
4.06,0.247,3.77,4.33,1.96,-0.0736,Sad,Sad
4.08,0.245,3.81,4.37,1.96,-0.0627,Sad,Sad
3.99,0.251,3.77,4.55,2.02,-0.0517,Sad,Sad
3.8,0.263,3.8,4.81,2.03,-0.045,Sad,Sad
3.66,0.273,3.86,4.91,2.32,-0.0367,Sad,Sad
3.55,0.282,3.82,4.88,2.32,-0.0235,Sad,Sad
3.42,0.292,3.76,4.73,2.29,-0.0247,Sad,Sad
3.38,0.296,3.68,4.63,2.24,-0.0224,Sad,Sad
3.25,0.308,3.76,4.62,2.35,-0.00854,Sad,Sad
3.22,0.311,3.79,4.62,2.42,0.0113,Sad,Sad
3.22,0.311,3.67,4.69,2.45,0.0262,Sad,Sad
3.22,0.31,3.56,4.77,2.59,0.0292,Sad,Sad
3.11,0.322,3.48,4.65,2.56,0.0247,Sad,Sad
3.13,0.32,3.43,4.37,2.53,0.0132,Sad,Sad
3.3,0.303,3.29,4.09,2.47,0.0115,Sad,Sad
3.18,0.314,3.12,4.03,2.3,0.0213,Sad,Sad
2.91,0.343,3.17,3.95,2.37,0.0373,Sad,Sad
2.83,0.354,3.22,3.9,2.37,0.0322,Sad,Sad
2.92,0.342,3.35,3.93,2.31,0.0195,Sad,Sad
3.05,0.328,3.27,3.97,2.09,0.0232,Sad,Sad
3.11,0.321,3.25,4.03,2.16,0.0374,Sad,Sad
3.25,0.308,3.25,4.06,2.05,0.0371,Sad,Sad
3.38,0.296,3.18,3.94,2.09,0.0328,Sad,Sad
3.44,0.291,3.21,4,2.16,0.0241,Sad,Sad
3.35,0.298,3.29,4.03,2.15,0.0092,Sad,Sad
3.3,0.303,3.23,4.01,2.13,0.00996,Sad,Sad
3.32,0.301,3.19,4.04,2.12,0.0195,Sad,Sad
3.39,0.295,3.2,4.05,2.06,0.0257,Sad,Sad
3.49,0.287,3.09,4.05,2.02,0.0375,Sad,Sad
3.48,0.287,2.92,4.15,1.98,0.0511,Sad,Sad
3.39,0.295,2.93,4.3,2.02,0.0528,Sad,Sad
3.3,0.303,2.94,4.23,2.02,0.0529,Sad,Sad
3.14,0.319,2.89,4.25,1.97,0.0609,Sad,Sad
2.95,0.339,2.85,4.39,1.77,0.0774,Sad,Sad
2.83,0.353,2.95,4.43,1.78,0.102,Sad,Sad
2.91,0.344,3,4.44,1.82,0.0702,Sad,Sad
3.17,0.316,3.06,4.57,1.83,0.0122,Sad,Sad
3.25,0.307,3.02,4.62,1.84,-0.00377,Sad,Sad
3.13,0.319,3.08,4.62,1.85,-0.0171,Sad,Sad
3.02,0.331,3.1,4.69,1.83,-0.0506,Sad,Sad
2.93,0.341,3.08,4.78,1.9,-0.0809,Sad,Sad
2.92,0.343,3.11,4.87,1.88,-0.0906,Sad,Sad
2.99,0.335,3.22,4.87,1.85,-0.1,Sad,Sad
3.14,0.318,3.29,4.73,1.94,-0.0999,Sad,Sad
3.29,0.304,3.27,4.63,2.05,-0.0788,Sad,Sad
3.37,0.297,3.05,4.62,2.06,-0.0549,Sad,Sad
3.3,0.303,3.05,4.53,1.99,-0.0362,Sad,Sad
3.08,0.324,3.07,4.46,2.07,-0.0134,Sad,Sad
3.1,0.322,3.05,4.64,2.05,-0.00851,Sad,Sad
3.22,0.311,3.07,4.68,2,-0.00291,Sad,Sad
3.31,0.302,3.09,4.59,2.01,0.0168,Sad,Sad
3.21,0.312,3.32,4.88,2.69,-0.0192,Sad,Sad
3.12,0.321,3.33,4.83,2.56,-0.0113,Sad,Sad
3.01,0.333,3.31,4.72,2.49,-0.000759,Sad,Sad
3.03,0.33,3.31,4.71,2.58,-0.00454,Sad,Sad
3.14,0.319,3.27,4.76,2.5,-0.0107,Sad,Sad
3.25,0.308,3.21,5.05,2.34,-0.00524,Sad,Sad
3.52,0.284,3.03,5.43,2.27,-0.0124,Sad,Sad
3.67,0.272,3.01,5.62,2.26,-0.0175,Sad,Sad
3.68,0.272,2.98,5.65,2.47,-0.0186,Sad,Sad
3.64,0.274,2.89,5.64,2.29,-0.0191,Sad,Sad
3.62,0.276,2.94,5.64,2.34,-0.0209,Sad,Sad
3.5,0.286,3.22,5.64,2.31,-0.0162,Sad,Sad
3.51,0.285,3.25,5.64,2.36,-0.0122,Sad,Sad
3.54,0.282,3.29,5.6,2.35,-0.0116,Sad,Sad
3.5,0.286,3.23,5.54,2.31,-0.00898,Sad,Sad
3.43,0.291,3.23,5.37,2.36,-0.00881,Sad,Sad
3.26,0.306,3.15,4.92,2.34,-0.00546,Sad,Sad
3.08,0.325,3.25,4.27,2.44,0.00686,Sad,Sad
2.88,0.347,3.44,3.91,2.49,0.0197,Sad,Sad
2.77,0.361,3.57,3.85,2.38,0.0249,Sad,Sad
2.71,0.369,3.59,3.83,2.38,0.0268,Sad,Sad
2.61,0.383,3.43,3.87,2.42,0.0243,Sad,Sad
2.42,0.414,3.3,3.98,2.46,0.0105,Sad,Sad
2.15,0.464,3.26,3.93,2.4,-0.0108,Sad,Sad
2.12,0.473,3.22,3.96,2.5,-0.0226,Sad,Sad
2.21,0.452,3.31,4.14,2.45,-0.0353,Sad,Sad
2.41,0.416,3.39,4.36,2.43,-0.054,Sad,Sad
2.71,0.369,3.39,4.59,2.47,-0.0468,Sad,Sad
2.85,0.351,3.33,4.59,2.47,-0.0337,Sad,Sad
2.92,0.343,3,4.6,2.63,-0.0137,Sad,Sad
3.06,0.327,2.89,4.75,2.67,0.00772,Sad,Sad
3.11,0.322,2.95,4.79,2.82,0.00925,Sad,Sad
3.24,0.309,3,4.75,2.93,-0.00153,Sad,Sad
3.27,0.306,3.14,4.78,3.37,-0.0016,Sad,Sad
3.41,0.293,3.31,4.79,3.41,0.00606,Sad,Sad
3.5,0.286,3.26,4.65,3.43,0.00749,Sad,Sad
3.51,0.285,3.13,4.52,3.42,0.00897,Sad,Sad
3.45,0.29,3.12,4.34,3.44,0.017,Sad,Sad
3.37,0.296,3.25,4.11,3.42,0.0343,Sad,Sad
3.39,0.295,3.25,4.16,3.39,0.0449,Sad,Sad
3.31,0.303,3.24,4.11,3.29,0.0441,Sad,Sad
3.38,0.296,3.27,3.88,3.22,0.0458,Sad,Sad
3.41,0.294,3.45,3.79,3.17,0.0625,Sad,Sad
3.39,0.295,3.32,3.92,2.97,0.0805,Sad,Sad
3.34,0.299,3.25,4.09,2.36,0.0884,Sad,Sad
3.22,0.311,3.21,4.28,2.32,0.0976,Sad,Sad
3.11,0.321,3.4,4.36,2.57,0.114,Sad,Sad
3.08,0.325,3.4,4.34,2.54,0.115,Sad,Sad
3.06,0.326,3.32,4.39,2.41,0.0803,Sad,Sad
3.01,0.332,3.23,4.6,2.38,0.0559,Sad,Sad
2.98,0.336,3.24,4.79,2.38,0.046,Sad,Sad
2.87,0.349,3.33,4.85,2.62,0.0375,Sad,Sad
2.75,0.363,3.24,4.89,2.75,0.0226,Sad,Sad
2.54,0.394,3.67,4.94,3.05,-0.0142,Sad,Sad
2.48,0.403,3.77,4.94,3.11,-0.0362,Sad,Sad
2.6,0.384,3.74,4.86,3.1,-0.05,Sad,Sad
2.82,0.355,3.77,4.79,3.03,-0.0618,Sad,Sad
2.89,0.346,3.71,4.78,2.95,-0.0673,Sad,Sad
2.81,0.355,3.75,4.78,2.99,-0.0627,Sad,Sad
2.68,0.373,3.76,4.72,3.06,-0.0586,Sad,Sad
2.57,0.389,3.76,4.66,3.07,-0.0454,Sad,Sad
2.65,0.377,3.78,4.68,3.18,-0.0354,Sad,Sad
2.79,0.358,3.75,4.73,3.08,-0.0387,Sad,Sad
2.88,0.347,3.78,4.66,3.02,-0.0418,Sad,Sad
3,0.333,3.3,4.54,2.63,-0.0391,Sad,Sad
3.04,0.329,3.28,4.41,2.49,-0.0241,Sad,Sad
2.91,0.344,3.31,4.37,2.61,-0.0112,Sad,Sad
2.74,0.365,3.13,4.32,2.68,0.00396,Sad,Sad
2.73,0.366,3.15,4.27,2.7,0.013,Sad,Sad
2.78,0.36,3.23,4.24,2.79,0.00885,Sad,Sad
2.94,0.34,3.21,4.07,2.74,-0.00171,Sad,Sad
3.2,0.313,3.14,3.78,2.64,0.0071,Sad,Sad
