alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Respuesta
5.08,0.2,5.45,6.33,4.94,-0.01,Calm,Happy
5,0.2,5.22,6.23,4.88,-0.01,Calm,Happy
4.93,0.2,5.2,6.07,4.74,-0.01,Calm,Happy
4.85,0.21,5.14,5.87,4.65,-0.01,Calm,Happy
4.78,0.21,4.98,5.75,4.14,-0.01,Calm,Happy
4.8,0.21,5.08,5.71,4.04,-0.01,Calm,Happy
4.91,0.2,5.16,5.96,3.89,-0.01,Calm,Happy
4.95,0.2,4.91,6.34,3.63,-0.01,Calm,Happy
4.7,0.21,4.63,6.53,3.48,-0.01,Calm,Happy
4.19,0.24,4.55,6.54,3.36,-0.01,Calm,Happy
