alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Respuesta
3.65,0.27,4.16,4.06,2.29,0.01,Calm,Happy
3.62,0.28,4.22,4.04,2.27,0.02,Calm,Happy
3.61,0.28,4.24,4.03,2.26,0.02,Calm,Happy
3.64,0.27,4.24,4,2.31,0.02,Calm,Happy
3.68,0.27,3.99,3.93,2.14,0.02,Calm,Happy
3.68,0.27,4.04,3.8,2.46,0.01,Calm,Happy
3.6,0.28,4.06,3.72,2.45,0,Calm,Happy
3.55,0.28,4.06,3.73,2.46,-0.01,Calm,Happy
3.59,0.28,4.06,3.72,2.46,-0.02,Calm,Happy
3.66,0.27,4.07,3.72,2.47,-0.02,Calm,Happy
3.69,0.27,3.43,3.69,2.05,-0.01,Calm,Happy
3.59,0.28,4.15,3.53,2.43,0,Calm,Happy
3.64,0.27,4.22,3.58,2.43,0.02,Calm,Happy
3.79,0.26,4.21,3.92,2.43,0.02,Calm,Happy
3.81,0.26,4.23,4.03,2.43,0.02,Calm,Happy
3.89,0.26,4.22,3.95,2.4,0.01,Calm,Happy
3.9,0.26,4.1,3.95,2.5,0.02,Calm,Happy
3.82,0.26,4.36,4.02,2.62,0.03,Calm,Happy
3.91,0.26,4.37,4.36,2.61,0.03,Calm,Happy
4.07,0.25,4.38,4.78,2.59,0.03,Calm,Happy
4.11,0.24,4.39,5.02,2.61,0.02,Calm,Happy
4.12,0.24,4.36,5.1,2.38,0.02,Calm,Happy
4.08,0.24,4.08,5.13,2.65,0.01,Calm,Happy
3.97,0.25,4.25,5.11,2.85,0.01,Calm,Happy
4.01,0.25,4.28,5.01,2.84,0,Calm,Happy
4.14,0.24,4.29,4.97,3.04,0.01,Calm,Happy
4.27,0.23,4.47,5.15,3.12,0.02,Calm,Happy
4.52,0.22,4.32,5.31,3.08,0.02,Calm,Happy
4.66,0.21,4.49,5.54,3.26,0.02,Calm,Happy
4.84,0.21,4.58,5.54,3.31,0.01,Calm,Happy
5.05,0.2,4.59,5.39,3.35,0.01,Calm,Happy
5.15,0.19,4.58,5.37,3.37,0.01,Calm,Happy
5.21,0.19,4.54,5.46,3.35,0.01,Calm,Happy
5.22,0.19,4.33,5.57,3.15,0.01,Calm,Happy
5.22,0.19,4.31,5.7,3.43,0.01,Calm,Happy
5.21,0.19,4.25,5.77,3.4,0.01,Calm,Happy
5.2,0.19,4.64,5.77,5.48,0.01,Calm,Happy
5.62,0.18,7.9,6.48,6.37,0,Calm,Happy
7.22,0.14,8.01,8.47,6.38,0,Calm,Happy
8.14,0.12,8.01,9.25,6.4,0,Calm,Happy
8.39,0.12,8.01,9.48,6.42,0,Calm,Happy
8.4,0.12,8.01,9.61,6.42,0,Calm,Happy
8.41,0.12,8.02,9.73,6.42,0,Calm,Happy
8.41,0.12,8.04,9.78,6.47,0,Calm,Happy
8.41,0.12,8.04,9.78,6.47,0,Calm,Happy
8.43,0.12,8.07,9.79,6.51,0,Calm,Happy
8.44,0.12,8.09,9.82,6.52,0,Calm,Happy
8.45,0.12,7.82,9.86,5.02,0,Calm,Happy
8.38,0.12,6.02,9.79,4.77,0,Calm,Happy
7.82,0.13,5.68,9.45,4.64,0,Calm,Happy
6.71,0.15,5.62,8.97,4.45,0,Calm,Happy
5.99,0.17,5.68,8.68,4.64,0,Calm,Happy
5.77,0.17,6.8,8.43,5.9,0,Calm,Happy
6.24,0.16,7.04,8.39,5.9,0,Calm,Happy
6.91,0.14,7.02,8.84,5.8,0,Calm,Happy
7.17,0.14,7.02,9.07,5.78,0,Calm,Happy
7.2,0.14,6.88,9.11,5.71,0,Calm,Happy
7.2,0.14,6.88,9.06,5.7,0,Calm,Happy
7.17,0.14,7.11,8.99,5.91,0,Calm,Happy
7.2,0.14,7.17,9.03,5.92,0,Calm,Happy
7.28,0.14,7.17,9.35,5.92,0,Calm,Happy
7.44,0.13,7.17,9.7,5.91,0,Calm,Happy
7.52,0.13,7.14,9.87,5.59,0,Calm,Happy
7.52,0.13,6.24,9.91,4.71,0,Calm,Happy
7.38,0.14,6.2,9.81,4.78,0,Calm,Happy
7.1,0.14,6.3,9.68,4.94,0.01,Calm,Happy
6.97,0.14,6.43,9.71,4.96,0.01,Calm,Happy
6.96,0.14,6.42,9.77,5.01,0.01,Calm,Happy
6.96,0.14,6.42,9.78,4.92,0.01,Calm,Happy
6.95,0.14,5.86,9.77,4.33,0.01,Calm,Happy
4.02,0.25,4.46,4.94,3.64,-0.01,Agressive,Agressive
4.07,0.25,4.44,4.94,3.61,-0.01,Agressive,Agressive
4.07,0.25,4.23,4.97,3.22,0,Agressive,Agressive
4.09,0.24,4.29,5.01,3.4,-0.01,Agressive,Agressive
4.12,0.24,4.28,4.97,3.37,-0.01,Agressive,Agressive
4.16,0.24,4.35,4.88,3.43,0,Agressive,Agressive
4.17,0.24,4.39,4.82,3.54,0,Agressive,Agressive
4.14,0.24,4.41,4.67,3.61,0,Agressive,Agressive
4.2,0.24,4.03,4.44,3.73,0,Agressive,Agressive
4.22,0.24,4.29,4.13,3.85,0.01,Agressive,Agressive
4.05,0.25,4.28,3.86,3.81,0.02,Agressive,Agressive
3.87,0.26,4.28,3.89,3.81,0.02,Agressive,Agressive
3.84,0.26,4.28,3.99,3.81,0.02,Agressive,Agressive
3.82,0.26,4.28,4.04,3.65,0.02,Agressive,Agressive
3.76,0.27,4.09,4.02,3.63,0.03,Agressive,Agressive
3.66,0.27,4.19,4.1,3.57,0.02,Agressive,Agressive
3.61,0.28,4.12,4.16,3.48,0.01,Agressive,Agressive
3.65,0.27,4.06,4.17,3.29,0,Agressive,Agressive
3.6,0.28,4.03,4.16,3.14,0,Agressive,Agressive
3.42,0.29,3.87,4.12,2.48,0.01,Agressive,Agressive
3.14,0.32,3.9,4.11,2.56,0,Agressive,Agressive
2.78,0.36,3.9,4.1,2.46,-0.02,Agressive,Agressive
2.52,0.4,3.97,3.96,2.44,-0.05,Agressive,Agressive
2.56,0.39,3.98,3.97,2.31,-0.04,Agressive,Agressive
2.65,0.38,3.93,4.16,2.3,-0.04,Agressive,Agressive
2.66,0.38,3.51,4.15,2.11,-0.03,Agressive,Agressive
2.74,0.36,3.98,4.28,2.2,0.03,Agressive,Agressive
2.93,0.34,3.96,4.62,2.2,0.09,Agressive,Agressive
3.24,0.31,4,4.81,2.26,0.11,Agressive,Agressive
3.55,0.28,4.04,4.86,2.27,0.08,Agressive,Agressive
3.84,0.26,3.97,4.85,2.13,0.06,Agressive,Agressive
4.06,0.25,3.95,4.86,2.62,0.05,Agressive,Agressive
4.13,0.24,5.16,4.98,4.11,0.04,Agressive,Agressive
4.82,0.21,6.65,5,4.92,0.01,Agressive,Agressive
6.16,0.16,7.07,5.36,4.93,0,Agressive,Agressive
6.96,0.14,7.09,6.05,4.93,0,Agressive,Agressive
7.18,0.14,7.08,6.46,4.92,0,Agressive,Agressive
7.19,0.14,7.08,6.55,4.93,0,Agressive,Agressive
7.2,0.14,7.09,6.54,4.93,0,Agressive,Agressive
7.22,0.14,7.09,6.53,4.95,0,Agressive,Agressive
7.22,0.14,7.09,6.55,4.97,0,Agressive,Agressive
7.22,0.14,7.09,6.62,4.97,0,Agressive,Agressive
7.22,0.14,7.07,6.63,4.92,0,Agressive,Agressive
7.22,0.14,6.79,6.61,4.51,0,Agressive,Agressive
7.12,0.14,5.44,6.66,3.03,0,Agressive,Agressive
6.68,0.15,4.29,6.59,3,0,Agressive,Agressive
5.82,0.17,4.22,6.28,3.01,0,Agressive,Agressive
5.24,0.19,4.24,5.86,3.02,-0.01,Agressive,Agressive
5.29,0.19,6.75,5.77,5.42,0,Agressive,Agressive
5.91,0.17,7.11,6.7,5.91,0,Agressive,Agressive
7.07,0.14,7.64,7.73,5.98,0,Agressive,Agressive
7.66,0.13,7.69,8.41,5.98,0,Agressive,Agressive
7.85,0.13,8,8.8,6.28,0,Agressive,Agressive
7.96,0.13,8.09,9.07,6.28,0,Agressive,Agressive
8.1,0.12,8.1,9.19,6.28,0,Agressive,Agressive
8.18,0.12,8.1,9.22,6.28,0,Agressive,Agressive
8.19,0.12,8.1,9.22,6.28,0,Agressive,Agressive
8.19,0.12,8.1,9.22,6.28,0,Agressive,Agressive
8.19,0.12,8.1,9.22,6.18,0,Agressive,Agressive
8.18,0.12,7.76,9.22,5.78,0,Agressive,Agressive
8.07,0.12,7.4,9.15,5.06,0,Agressive,Agressive
7.72,0.13,7.18,9,5.05,0,Agressive,Agressive
7.29,0.14,7.13,8.7,5,0,Agressive,Agressive
7.05,0.14,5.69,8.25,2.65,0,Agressive,Agressive
6.66,0.15,5.04,7.51,2.59,0,Agressive,Agressive
5.84,0.17,4.88,6.59,2.45,0,Agressive,Agressive
5.27,0.19,5,6.18,3.69,0.01,Agressive,Agressive
5.24,0.19,5.85,6.19,3.99,0.01,Agressive,Agressive
5.7,0.18,5.89,6.86,3.99,0,Agressive,Agressive
6.1,0.16,5.96,7.34,4.14,0,Agressive,Agressive
6.34,0.16,6.07,7.56,4.06,0,Agressive,Agressive
6.46,0.15,6.02,7.64,4.1,0,Agressive,Agressive
6.48,0.15,6.04,7.6,4.12,0,Agressive,Agressive
6.5,0.15,6.04,7.57,4.12,0,Agressive,Agressive
6.52,0.15,6.04,7.58,4.12,0,Agressive,Agressive
6.52,0.15,6.04,7.6,4.13,0,Agressive,Agressive
6.53,0.15,6.04,7.61,4.12,0,Agressive,Agressive
6.54,0.15,5.68,7.6,3.15,0,Agressive,Agressive
6.49,0.15,5.35,7.52,3.14,0,Agressive,Agressive
6.17,0.16,5.32,7.2,3.21,0,Agressive,Agressive
5.8,0.17,4.75,6.71,2.91,0,Agressive,Agressive
5.5,0.18,4.32,6.14,2.86,0,Agressive,Agressive
5.12,0.2,4.01,5.57,2.93,0,Agressive,Agressive
4.64,0.22,4.44,5.32,2.91,0,Agressive,Agressive
4.31,0.23,4.47,5.12,2.92,0,Agressive,Agressive
4.43,0.23,4.49,4.97,2.97,0,Agressive,Agressive
4.54,0.22,4.49,4.79,2.97,-0.01,Agressive,Agressive
4.5,0.22,4.63,4.62,2.93,-0.01,Agressive,Agressive
4.45,0.22,4.98,4.88,2.98,-0.01,Agressive,Agressive
4.47,0.22,5,5.18,3.04,-0.01,Agressive,Agressive
4.38,0.23,5.01,5.34,2.93,-0.01,Agressive,Agressive
4.43,0.23,4.99,5.4,3.04,-0.01,Agressive,Agressive
4.6,0.22,5.02,5.4,3.11,0,Agressive,Agressive
4.68,0.21,4.78,5.43,3.05,0,Agressive,Agressive
4.76,0.21,4.84,5.4,3.13,0,Agressive,Agressive
4.82,0.21,4.84,5.36,3.29,0,Agressive,Agressive
4.82,0.21,4.83,5.32,3.27,0.01,Agressive,Agressive
4.81,0.21,4.8,5.48,3.25,0.01,Agressive,Agressive
4.81,0.21,4.41,5.56,3.17,0.01,Agressive,Agressive
4.75,0.21,3.99,5.39,3.23,0.01,Agressive,Agressive
4.73,0.21,4.31,5.25,3.24,0.02,Agressive,Agressive
4.77,0.21,4.28,5.07,3.24,0.02,Agressive,Agressive
4.79,0.21,4.27,5.04,3.02,0.02,Agressive,Agressive
4.72,0.21,4.24,5.05,3.09,0.02,Agressive,Agressive
4.62,0.22,4.27,5.07,3.4,0.02,Agressive,Agressive
4.55,0.22,4.21,5.52,3.43,0.02,Agressive,Agressive
4.46,0.22,4.47,6.16,3.35,0.01,Agressive,Agressive
4.19,0.24,4.51,4.37,2.51,-0.01,Agressive,Agressive
4.35,0.23,4.54,4.51,2.72,0,Agressive,Agressive
4.48,0.22,4.8,4.83,2.79,0,Agressive,Agressive
4.82,0.21,4.57,5.21,2.57,-0.01,Agressive,Agressive
5.15,0.19,4.81,5.25,3.01,-0.01,Agressive,Agressive
5.4,0.19,5.03,5.26,3.16,-0.01,Agressive,Agressive
5.61,0.18,5.12,5.25,3.18,-0.01,Agressive,Agressive
5.68,0.18,5.15,5.3,3.18,-0.01,Agressive,Agressive
5.69,0.18,5.15,5.42,3.17,0,Agressive,Agressive
5.69,0.18,5.11,5.47,3.16,0,Agressive,Agressive
5.68,0.18,5.13,5.47,3.25,0,Agressive,Agressive
5.62,0.18,5.16,5.51,3.25,0,Agressive,Agressive
5.59,0.18,5.08,5.52,3.06,0,Agressive,Agressive
5.55,0.18,5,5.28,3.06,0,Agressive,Agressive
5.35,0.19,5.03,5.13,3.08,0,Agressive,Agressive
5.04,0.2,4.68,5.26,2.76,0.01,Agressive,Agressive
4.6,0.22,4.7,5.44,2.82,0.02,Agressive,Agressive
4.13,0.24,4.66,5.59,2.81,0.03,Agressive,Agressive
4.09,0.24,4.66,5.59,2.87,0.02,Agressive,Agressive
4.36,0.23,4.67,5.54,2.88,0.01,Agressive,Agressive
4.51,0.22,4.51,5.47,2.63,0.01,Agressive,Agressive
4.52,0.22,4.31,5.42,2.52,0.01,Agressive,Agressive
4.37,0.23,4.54,5.34,2.96,0.01,Agressive,Agressive
4.37,0.23,4.58,5.26,2.98,0,Agressive,Agressive
4.58,0.22,4.57,5.25,3.02,-0.01,Agressive,Agressive
4.6,0.22,4.52,5.18,3.02,-0.01,Agressive,Agressive
4.57,0.22,4.45,5.01,2.76,-0.02,Agressive,Agressive
4.58,0.22,4.04,4.74,2.73,-0.02,Agressive,Agressive
4.54,0.22,4.33,4.6,2.94,-0.02,Agressive,Agressive
4.43,0.23,4.36,4.57,2.89,-0.02,Agressive,Agressive
4.42,0.23,4.34,4.66,2.89,-0.02,Agressive,Agressive
4.41,0.23,4.36,4.77,2.89,-0.03,Agressive,Agressive
4.43,0.23,4.31,4.81,2.66,-0.04,Agressive,Agressive
4.4,0.23,3.82,4.84,2.37,-0.04,Agressive,Agressive
4.17,0.24,4.02,4.85,2.69,-0.04,Agressive,Agressive
3.93,0.25,4.02,4.89,2.62,-0.03,Agressive,Agressive
3.85,0.26,4.06,4.86,2.6,-0.03,Agressive,Agressive
3.84,0.26,4.08,4.82,2.61,-0.03,Agressive,Agressive
3.87,0.26,4.1,4.79,2.53,-0.03,Agressive,Agressive
3.93,0.25,3.65,4.73,2.34,-0.03,Agressive,Agressive
3.87,0.26,4.39,4.58,2.84,-0.04,Agressive,Agressive
3.74,0.27,4.44,4.32,2.85,-0.05,Agressive,Agressive
3.75,0.27,4.43,4.19,2.81,-0.04,Agressive,Agressive
3.9,0.26,4.62,4.19,2.91,-0.03,Agressive,Agressive
4.11,0.24,4.62,4.22,2.8,-0.02,Agressive,Agressive
4.32,0.23,4.56,4.09,2.9,-0.01,Agressive,Agressive
4.42,0.23,4.75,4.08,3,0,Agressive,Agressive
4.47,0.22,4.73,4.19,3,0,Agressive,Agressive
4.49,0.22,4.71,4.26,3.01,0,Agressive,Agressive
4.48,0.22,4.73,4.32,3.04,0,Agressive,Agressive
4.45,0.22,4.69,4.34,2.72,0,Agressive,Agressive
4.46,0.22,4.48,4.31,2.82,0.01,Agressive,Agressive
4.43,0.23,4.59,4.37,2.83,0.01,Agressive,Agressive
4.49,0.22,4.59,4.59,2.76,0.01,Agressive,Agressive
4.65,0.22,4.37,4.84,2.72,0,Agressive,Agressive
4.61,0.22,4.33,4.92,2.74,0,Agressive,Agressive
4.48,0.22,4.03,4.91,2.33,-0.01,Agressive,Agressive
4.39,0.23,4.16,4.82,2.78,-0.01,Agressive,Agressive
4.35,0.23,4.25,4.79,2.77,-0.01,Agressive,Agressive
4.36,0.23,4.26,4.82,2.74,-0.01,Agressive,Agressive
4.37,0.23,4.23,4.82,2.69,-0.01,Agressive,Agressive
4.34,0.23,4.19,4.84,2.68,-0.01,Agressive,Agressive
4.28,0.23,3.75,4.89,2.43,-0.02,Agressive,Agressive
4.12,0.24,4.16,4.78,2.68,-0.02,Agressive,Agressive
3.47,0.29,4.2,4.46,2.67,-0.04,Agressive,Agressive
2.87,0.35,4.23,4.13,2.67,-0.05,Agressive,Agressive
2.96,0.34,4.25,4.01,2.65,-0.02,Agressive,Agressive
3.02,0.33,4.22,4.1,2.55,-0.02,Agressive,Agressive
3,0.33,3.94,4.16,2.11,-0.02,Agressive,Agressive
2.93,0.34,4.28,4.11,2.23,0,Agressive,Agressive
2.99,0.33,4.35,4.02,2.27,0.01,Agressive,Agressive
3.28,0.3,4.34,3.92,2.3,0.02,Agressive,Agressive
3.41,0.29,4.4,3.9,2.44,0.02,Agressive,Agressive
3.6,0.28,4.33,4,2.26,0.01,Agressive,Agressive
3.85,0.26,4.1,4.07,2.44,0,Agressive,Agressive
4.07,0.25,4.36,4.08,2.57,-0.01,Agressive,Agressive
4.39,0.23,4.42,4.23,2.55,-0.01,Agressive,Agressive
4.55,0.22,4.4,4.27,2.56,-0.01,Agressive,Agressive
4.58,0.22,4.39,4.18,2.57,0,Agressive,Agressive
4.59,0.22,4.29,4.09,2.42,0,Agressive,Agressive
4.59,0.22,4.04,4.11,2.69,0,Agressive,Agressive
4.52,0.22,4.23,4.22,2.71,0,Agressive,Agressive
4.46,0.22,4.3,4.31,2.67,0,Agressive,Agressive
4.51,0.22,4.21,4.33,2.62,0,Agressive,Agressive
4.5,0.22,4.2,4.27,2.6,0.01,Agressive,Agressive
4.36,0.23,3.98,4.33,2.24,0.01,Agressive,Agressive
4.08,0.24,3.74,4.39,2.55,0.03,Agressive,Agressive
3.65,0.27,3.93,4.41,2.63,0.06,Agressive,Agressive
3.54,0.28,3.95,4.42,2.71,0.09,Agressive,Agressive
3.8,0.26,3.98,4.43,2.72,0.09,Agressive,Agressive
3.95,0.25,3.98,4.45,2.71,0.08,Agressive,Agressive
4.03,0.25,3.79,4.42,2.4,0.07,Agressive,Agressive
4.09,0.24,3.8,4.38,2.7,0.06,Agressive,Agressive
3.99,0.25,3.77,4.3,2.69,0.06,Agressive,Agressive
3.87,0.26,3.8,4.21,2.68,0.06,Agressive,Agressive
3.85,0.26,3.77,4.06,2.7,0.06,Agressive,Agressive
3.84,0.26,3.82,3.91,2.72,0.06,Agressive,Agressive
3.89,0.26,3.61,3.82,2.4,0.06,Agressive,Agressive
3.91,0.26,3.81,3.7,2.67,0.05,Agressive,Agressive
3.77,0.27,3.81,3.77,2.6,0.02,Agressive,Agressive
3.67,0.27,3.76,4.02,2.56,-0.01,Agressive,Agressive
3.59,0.28,3.72,4.1,2.53,-0.02,Agressive,Agressive
3.44,0.29,3.69,4.09,2.51,-0.02,Agressive,Agressive
3.33,0.3,3.4,4.05,2.09,-0.03,Agressive,Agressive
3.35,0.3,3.94,4.05,2.41,-0.03,Agressive,Agressive
3.61,0.28,3.98,4.18,2.39,-0.03,Agressive,Agressive
4.37,0.23,3.93,4.19,2.41,0,Happy,Happy
4.3,0.23,4.01,4.15,2.37,-0.01,Happy,Happy
4.27,0.23,3.98,4.23,2.32,-0.01,Happy,Happy
4.33,0.23,3.96,4.26,2.33,-0.01,Happy,Happy
4.32,0.23,3.95,4.2,2.32,-0.01,Happy,Happy
4.3,0.23,3.73,4.12,1.96,-0.01,Happy,Happy
4.28,0.23,4.33,4.17,2.39,-0.01,Happy,Happy
4.22,0.24,4.35,4.36,2.37,-0.02,Happy,Happy
4.23,0.24,4.28,4.52,2.34,-0.02,Happy,Happy
4.21,0.24,4.3,4.49,2.36,-0.02,Happy,Happy
4.1,0.24,4.32,4.37,2.28,-0.02,Happy,Happy
3.99,0.25,4.06,4.39,2.18,-0.02,Happy,Happy
3.79,0.26,4.25,4.41,2.4,-0.03,Happy,Happy
3.57,0.28,4.25,4.37,2.4,-0.03,Happy,Happy
3.45,0.29,4.26,4.32,2.4,-0.03,Happy,Happy
3.42,0.29,4.31,4.31,2.4,-0.02,Happy,Happy
3.38,0.3,4.18,4.35,1.97,-0.01,Happy,Happy
3.35,0.3,3.55,4.29,2.01,-0.02,Happy,Happy
3.11,0.32,3.92,4.18,2.05,-0.01,Happy,Happy
3.04,0.33,3.99,4,2.06,-0.03,Happy,Happy
3.27,0.31,4.02,3.87,2.07,-0.02,Happy,Happy
3.36,0.3,4.04,3.92,2.22,-0.02,Happy,Happy
3.39,0.29,4.23,4.32,2.08,-0.01,Happy,Happy
3.64,0.27,4.38,4.64,2.56,-0.01,Happy,Happy
3.92,0.25,4.46,4.91,2.59,-0.01,Happy,Happy
4.07,0.25,4.44,5.12,2.59,-0.01,Happy,Happy
4.1,0.24,4.42,5.18,2.59,-0.01,Happy,Happy
4.12,0.24,4.42,5.15,2.66,-0.01,Happy,Happy
4.11,0.24,4.22,5.12,2.57,-0.01,Happy,Happy
4.03,0.25,4.49,5.1,2.88,0,Happy,Happy
3.96,0.25,4.48,5.12,2.88,0,Happy,Happy
4.12,0.24,4.49,5.12,2.86,-0.01,Happy,Happy
4.29,0.23,4.44,4.97,2.7,-0.01,Happy,Happy
4.29,0.23,4.23,4.65,2.6,0,Happy,Happy
4.18,0.24,3.88,4.43,2.27,0,Happy,Happy
3.99,0.25,4.12,4.08,2.45,0,Happy,Happy
3.86,0.26,4.14,3.81,2.46,0,Happy,Happy
4,0.25,4.16,3.87,2.47,0,Happy,Happy
4.2,0.24,4.22,3.98,2.39,0,Happy,Happy
4.33,0.23,4.2,4.13,2.2,0,Happy,Happy
4.33,0.23,3.89,4.26,2.14,0,Happy,Happy
4.22,0.24,4.16,4.35,2.31,0.01,Happy,Happy
4.15,0.24,4.15,4.44,2.34,0.01,Happy,Happy
4.13,0.24,4.17,4.46,2.36,0,Happy,Happy
4.09,0.24,4.14,4.48,2.37,0,Happy,Happy
4.08,0.25,4.07,4.53,2.12,-0.01,Happy,Happy
4.09,0.24,4,4.58,2.33,-0.01,Happy,Happy
4.02,0.25,4.16,4.57,2.39,-0.01,Happy,Happy
3.92,0.26,4.14,4.56,2.4,-0.02,Happy,Happy
3.71,0.27,4.09,4.58,2.4,-0.03,Happy,Happy
3.46,0.29,4,4.5,2.38,-0.05,Happy,Happy
3.47,0.29,3.73,4.47,1.91,-0.04,Happy,Happy
3.46,0.29,4.1,4.44,2.07,-0.05,Happy,Happy
3.2,0.31,4.13,4.43,2.05,-0.05,Happy,Happy
3.12,0.32,4.12,4.51,2.03,-0.04,Happy,Happy
3.39,0.3,4.1,4.63,2.02,-0.03,Happy,Happy
3.4,0.29,4.12,4.66,2.05,-0.01,Happy,Happy
3.45,0.29,3.81,4.76,1.9,-0.01,Happy,Happy
3.53,0.28,4.02,4.84,2.28,-0.03,Happy,Happy
3.61,0.28,4.03,4.84,2.31,-0.03,Happy,Happy
3.77,0.27,4.06,4.8,2.33,-0.03,Happy,Happy
3.84,0.26,4.08,4.77,2.39,-0.02,Happy,Happy
3.82,0.26,4.01,4.73,2.33,-0.02,Happy,Happy
3.76,0.27,3.54,4.83,2.6,-0.03,Happy,Happy
3.84,0.26,3.96,4.87,2.62,-0.04,Happy,Happy
3.89,0.26,4.04,4.75,2.64,-0.04,Happy,Happy
3.85,0.26,4.1,4.71,2.67,-0.05,Happy,Happy
3.89,0.26,4.14,4.86,2.67,-0.05,Happy,Happy
4.03,0.25,4.13,4.96,2.39,-0.05,Happy,Happy
4.25,0.24,4.17,5,2.49,-0.04,Happy,Happy
4.38,0.23,4.19,5.13,2.51,-0.03,Happy,Happy
4.43,0.23,4.23,5.18,2.53,-0.03,Happy,Happy
4.47,0.22,4.31,5.21,2.66,-0.03,Happy,Happy
4.54,0.22,4.3,5.37,2.72,-0.03,Happy,Happy
4.57,0.22,4.11,5.58,2.56,-0.02,Happy,Happy
4.56,0.22,4.06,5.64,2.83,-0.02,Happy,Happy
4.62,0.22,5.71,5.72,4.42,-0.01,Happy,Happy
4.66,0.21,6.11,6.57,4.53,-0.01,Happy,Happy
5.03,0.2,6.18,7.71,4.59,0,Happy,Happy
5.2,0.19,6.25,8.28,4.6,0,Happy,Happy
5.13,0.2,6.29,8.42,4.68,0.01,Happy,Happy
5.08,0.2,6.32,8.42,4.69,0.01,Happy,Happy
5.02,0.2,6.5,8.45,4.99,0.01,Happy,Happy
5.33,0.19,6.91,8.66,5.12,0.01,Happy,Happy
5.83,0.17,6.98,9.12,5.54,0,Happy,Happy
5.95,0.17,7.91,9.41,6.1,0,Happy,Happy
7.03,0.14,7.96,9.5,6.07,0,Happy,Happy
8.02,0.12,8.44,9.73,6.71,0,Happy,Happy
8.22,0.12,8.72,9.87,6.81,0,Happy,Happy
8.27,0.12,8.73,9.84,6.97,0,Happy,Happy
8.37,0.12,8.95,9.78,7.24,0,Happy,Happy
8.55,0.12,8.97,9.87,7.24,0,Happy,Happy
8.72,0.11,8.97,10.06,7.24,0,Happy,Happy
8.76,0.11,8.98,10.12,7.24,0,Happy,Happy
8.8,0.11,8.96,10.08,7.24,0,Happy,Happy
8.83,0.11,8.96,9.97,7.06,0,Happy,Happy
8.85,0.11,8.79,10.05,7.06,0,Happy,Happy
8.77,0.11,8.79,10.18,6.97,0,Happy,Happy
8.63,0.12,8.24,10.17,6.66,0,Happy,Happy
8.64,0.12,8.23,10.13,6.67,0,Happy,Happy
8.66,0.12,8.08,10.17,5.84,0,Happy,Happy
8.57,0.12,7.63,10.2,5.72,0,Happy,Happy
8.37,0.12,7.62,10.11,5.72,0,Happy,Happy
8.24,0.12,7.58,9.96,5.58,0,Happy,Happy
8.16,0.12,7.45,9.9,5.49,0,Happy,Happy
8.06,0.12,7.4,9.86,5.4,0,Happy,Happy
7.97,0.13,6.99,9.71,5.35,0.01,Happy,Happy
